,uuid,segmentid,partitionDate,device,timestamp,filedate,filetimeutc,updateTimeMs,sequenceNo,vin,tripId,utctime,startlocaltime,endlocaltime,swversionmaj,swversionmin,startlatitude,startlongitude,endlatitude,endlongitude,startodometer,numBSMTx,numGNSSOutages,numCANOutages,firmwareVersionString,configsVersionString,fullMediaVersionString,deltaMediaVersionString,pluginsVersionString,totalStorageOnDevice,storageUsed,configVersion,endodometer,numNormalBSMRx,numShadowBSMRx,numSPATRx,numWarnings,numInforms,numIntersectionEncounters,timestamp_hr,updateTimeMs_hr,startlocaltime_hr,endlocaltime_hr
166,1641161644240110420,19875e5e69e0cefd9683bd542a6abe81,2022-01-02,10420,1641161644240,20220102,221404,1668775254371933,1,ca751e6ab38280edada823df9cb45a93,1042020220102221404,1641161644240,80044240,82410140,,,27.93976334705919,-82.2653033459389,27.726726960043727,-82.38827302810171,0.0,23508,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,328,0,0,0,0,0,2022-01-02 22:14:47.040,2022-11-18 12:40:54.371933105,2022-01-03 03:14:04.240,2022-01-03 03:53:30.140
167,1641162177980100084,adc78ba0a4a31154755c4ed492001116,2022-01-02,84,1641162177980,20220102,222258,1668774925183282,1,68d30a9594728bc39aa24be94b319d21,8420220102222258,1641162177980,80577980,80681439,,,,,40.06517560307842,-83.15017604024658,,795,0,5,HSC V3.11,00,HSC V3.11,0,00,5110,331,0,66027812.0,0,0,0,0,0,0,2022-01-02 22:23:31.328,2022-11-18 12:35:25.183281982,2022-01-03 03:22:57.980,2022-01-03 03:24:41.439
168,1641162490464103093,bb67712716aa32660af40ae434b30676,2022-01-02,3093,1641162490464,20220102,222810,1668774719657548,1,8004d637b6236202217be3dfcdd8ce59,309320220102222810,1641162490464,80890464,81605766,,,39.98903693637999,-83.15370806435703,40.014948231061005,-83.15496182249854,,7108,0,50,HONDA-HSC-C-V1.13,HONDA-HSC-C-V1.13r2,HONDA-HSC-C-V1.11r1,0,HONDA-HSC-C-V1.13r2,5038,237,0,61852826.0,0,0,0,0,0,0,2022-01-02 22:27:53.472,2022-11-18 12:31:59.657548096,2022-01-03 03:28:10.464,2022-01-03 03:40:05.766
169,1641163478494100084,9944dbdd550fe605bea01415cf4a89a6,2022-01-02,84,1641163478494,20220102,224438,1668774768320477,1,68d30a9594728bc39aa24be94b319d21,8420220102224438,1641163478494,81878494,82018502,,,40.06517560307842,-83.15017604024658,40.063007254547614,-83.15370664976064,,1364,0,5,HSC V3.11,00,HSC V3.11,0,00,5110,331,0,66028812.0,0,0,0,0,0,0,2022-01-02 22:45:22.048,2022-11-18 12:32:48.320477051,2022-01-03 03:44:38.494,2022-01-03 03:46:58.502
170,1641164363033110423,abeac2bace6d95f60c3ecdbf4a188fe9,2022-01-02,10423,1641164363033,20220102,225923,1668775249647890,1,99e314b1b43706773153e7ef375fc68c,1042320220102225923,1641164363033,82763033,83218273,,,,,35.1812984578376,-80.95354380425009,,3994,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,37,0,0.0,0,0,0,0,0,0,2022-01-02 22:58:28.480,2022-11-18 12:40:49.647889893,2022-01-03 03:59:23.033,2022-01-03 04:06:58.273
171,1641164740219110014,897cb95465e3e53e7de86b752acf01ea,2022-01-02,10014,1641164740219,20220102,230540,1668775083163669,1,7b9d31aa17b849b238ab79cef0733041,1001420220102230540,1641164740219,83140219,83735138,,,,,27.933373660607685,-82.29569673939993,,5431,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-02 23:05:01.696,2022-11-18 12:38:03.163668945,2022-01-03 04:05:40.219,2022-01-03 04:15:35.138
172,1641165213502103045,39ea1823cc9c6025725f0f159b41a60a,2022-01-02,3045,1641165213502,20220102,231333,1668775024253776,1,0ebf197205c00fc6e0aac7261a8c1bdc,304520220102231333,1641165213502,83613502,83710608,,,40.30858127376027,-83.10698634045856,40.30858127376027,-83.10698634045856,,0,0,254,HONDA-HSC-C-V1.13,HONDA-HSC-C-V1.13r2,HONDA-HSC-C-V1.11r1,0,HONDA-HSC-C-V1.13r2,5038,252,0,,0,0,0,0,0,255,2022-01-02 23:13:45.984,2022-11-18 12:37:04.253775879,2022-01-03 04:13:33.502,2022-01-03 04:15:10.608
173,1641165899869110422,93d5bb1bc0ab3d23d63957b7178cfe92,2022-01-02,10422,1641165899869,20220102,232459,1668774803272406,1,67388f1834f7d6243b753ec33584a8df,1042220220102232459,1641165899869,84299869,26657,,,,,28.874214608547117,-82.09522032668399,,20791,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-02 23:24:41.344,2022-11-18 12:33:23.272406006,2022-01-03 04:24:59.869,2022-01-03 05:00:26.657
174,1641166014025110038,3f3826cf5ce050eab1336e49137d3759,2022-01-02,10038,1641166014025,20220102,232654,1668774980493011,1,0f6b1f657ac30ab76519ed4c677e9909,1003820220102232654,1641166014025,84414025,85572883,,,,,27.89432202275963,-82.24384850908264,,11440,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-02 23:26:52.416,2022-11-18 12:36:20.493010986,2022-01-03 04:26:54.025,2022-01-03 04:46:12.883
175,1641166952644103115,2af9c6323c31f76cf9369d3c480fa8d5,2022-01-02,3115,1641166952644,20220102,234232,1668774998379807,1,366f0bc7bd1d4bf414073cabbadfdfcd,311520220102234232,1641166952644,85352644,85431183,,,,,40.09808315895212,-82.90739206957451,,796,0,50,HONDA-HSC-C-V1.13,HONDA-HSC-C-V1.13r2,HONDA-HSC-C-V1.11r1,0,HONDA-HSC-C-V1.13r2,5038,260,0,216738392.0,0,0,0,0,0,0,2022-01-02 23:42:09.920,2022-11-18 12:36:38.379806885,2022-01-03 04:42:32.644,2022-01-03 04:43:51.183
176,1641167022228110059,fcd99f1cfab71966b9060ced1cc464cb,2022-01-02,10059,1641167022228,20220102,234342,1668774750019991,1,e7ba053d8ba932b77348b3987ea0e40b,1005920220102234342,1641167022228,85422228,85524354,,,,,27.84056810855968,-82.20574187121608,,298,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-02 23:44:20.992,2022-11-18 12:32:30.019990967,2022-01-03 04:43:42.228,2022-01-03 04:45:24.354
177,1641167365900110059,bc18b6fab3a8855886d6ac93d87615cf,2022-01-02,10059,1641167365900,20220102,234925,1668775198395265,1,e7ba053d8ba932b77348b3987ea0e40b,1005920220102234925,1641167365900,85765900,271200,,,27.84056810855968,-82.20574187121608,27.840597388737176,-82.20573565022346,0.0,8975,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-02 23:48:43.136,2022-11-18 12:39:58.395264893,2022-01-03 04:49:25.900,2022-01-03 05:04:31.200
178,1641167386295110038,629726fbf3cf03a36d6751942a33548d,2022-01-02,10038,1641167386295,20220102,234946,1668775154146993,1,0f6b1f657ac30ab76519ed4c677e9909,1003820220102234946,1641167386295,85786295,86107695,,,27.894674615353622,-82.2440832840017,27.90670699655122,-82.2366113762653,0.0,3164,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-02 23:48:43.136,2022-11-18 12:39:14.146992920,2022-01-03 04:49:46.295,2022-01-03 04:55:07.695
179,1641168146353110423,bf82b79b9c07669ba99533d923ce5465,2022-01-03,10423,1641168146353,20220103,226,1668774855992434,1,99e314b1b43706773153e7ef375fc68c,1042320220103226,1641168146353,146353,884652,,,35.1812984578376,-80.95354380425009,35.172192789925695,-80.95984032767437,0.0,6102,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 00:01:49.568,2022-11-18 12:34:15.992434082,2022-01-03 05:02:26.353,2022-01-03 05:14:44.652
180,1641168226569110422,43cfb2539a01e3343fc61f4d091eb99a,2022-01-03,10422,1641168226569,20220103,346,1668775267446485,1,67388f1834f7d6243b753ec33584a8df,1042220220103346,1641168226569,226569,3182769,,,,,28.16996895479296,-82.38071403661311,,29307,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 00:04:00.640,2022-11-18 12:41:07.446485107,2022-01-03 05:03:46.569,2022-01-03 05:53:02.769
181,1641168323187110009,1b020fc3a3bb9a5fa3db7db85272c6a4,2022-01-03,10009,1641168323187,20220103,523,1668774782077028,1,483d8df877b31405c1e8fe4247f02d86,1000920220103523,1641168323187,323187,1069580,,,,,27.880089286528108,-82.48986494909109,,5815,1,1,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-03 00:06:11.712,2022-11-18 12:33:02.077028076,2022-01-03 05:05:23.187,2022-01-03 05:17:49.580
182,1641168474933110429,ab5b890f0bcfc2fdf10a0c76f080f694,2022-01-03,10429,1641168474933,20220103,754,1668775172650871,1,82077c274c8b1917a195adc43f641529,1042920220103754,1641168474933,474933,749309,,,,,27.85241733152386,-82.30372728413876,,1758,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 00:08:22.784,2022-11-18 12:39:32.650871094,2022-01-03 05:07:54.933,2022-01-03 05:12:29.309
183,1641168575074110010,46ab41623ae3b69cb4248da01a2f0388,2022-01-03,10010,1641168575074,20220103,935,1668775152655515,1,a17479231dc298309a3fda7d7d00111a,1001020220103935,1641168575074,575074,1028137,,,,,28.02316949927011,-82.50598111649637,,4363,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-03 00:10:33.856,2022-11-18 12:39:12.655514893,2022-01-03 05:09:35.074,2022-01-03 05:17:08.137
184,1641168976511110423,577235da6f668c758082c9887ad57578,2022-01-03,10423,1641168976511,20220103,1616,1668774857999613,1,99e314b1b43706773153e7ef375fc68c,10423202201031616,1641168976511,976511,8018312,,,35.1812984578376,-80.95354380425009,35.54769230253001,-82.47940534424848,0.0,69793,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 00:17:07.072,2022-11-18 12:34:17.999613037,2022-01-03 05:16:16.511,2022-01-03 07:13:38.312
185,1641169100974110429,2c0f551efee07fc474622e98cdca9eab,2022-01-03,10429,1641169100974,20220103,1820,1668775274798213,1,82077c274c8b1917a195adc43f641529,10429202201031820,1641169100974,1100974,1471674,,,27.85241733152386,-82.30372728413876,27.872460491231077,-82.3263082369862,0.0,3557,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 00:19:18.144,2022-11-18 12:41:14.798212891,2022-01-03 05:18:20.974,2022-01-03 05:24:31.674
186,1641170188815110010,9894d3bd82113ad6a04862df11b781ca,2022-01-03,10010,1641170188815,20220103,3628,1668774964066615,1,a17479231dc298309a3fda7d7d00111a,10010202201033628,1641170188815,2188815,3015321,,,28.042328686893832,-82.51422249470421,28.01382129286116,-82.52215123248996,0.0,8234,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-03 00:36:46.720,2022-11-18 12:36:04.066614990,2022-01-03 05:36:28.815,2022-01-03 05:50:15.321
187,1641177216139110422,48d585b342c8efd04a3a1e7ca3a03740,2022-01-03,10422,1641177216139,20220103,23336,1668775270455565,1,67388f1834f7d6243b753ec33584a8df,104222022010323336,1641177216139,9216139,10942139,,,28.874214608547117,-82.09522032668399,27.949361141618706,-82.50824563314156,0.0,17045,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 02:32:33.536,2022-11-18 12:41:10.455564941,2022-01-03 07:33:36.139,2022-01-03 08:02:22.139
188,1641181658931110420,3372de0a7677a1f6d030ae213e2ee372,2022-01-03,10420,1641181658931,20220103,34738,1668775258387636,1,ca751e6ab38280edada823df9cb45a93,104202022010334738,1641181658931,13658931,13700409,,,,,27.726726960043727,-82.38827302810171,,258,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 03:46:49.984,2022-11-18 12:40:58.387635986,2022-01-03 08:47:38.931,2022-01-03 08:48:20.409
189,1641202025998110420,796789f671d99ab702c1f5b8246ec18e,2022-01-03,10420,1641202025998,20220103,92706,1668774840932471,1,ca751e6ab38280edada823df9cb45a93,104202022010392706,1641202025998,34025998,35655178,,,,,27.93330159960325,-82.26799207080046,,16091,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 09:27:37.216,2022-11-18 12:34:00.932470947,2022-01-03 14:27:05.998,2022-01-03 14:54:15.178
190,1641204795988100089,a1df0fc8b11a66193cbcc1c1e59bdc97,2022-01-03,89,1641204795988,20220103,101316,1668709201018799,1,7647966b7343c29048673252e490f736,8920220103101316,1641204795988,36795988,37382381,,,,,40.04138126079493,-83.01084646241242,,5690,0,3,HSC V3.11,00,HSC V3.11,0,00,5110,333,0,41174882.0,0,0,0,0,0,0,2022-01-03 10:13:29.728,2022-11-17 18:20:01.018799072,2022-01-03 15:13:15.988,2022-01-03 15:23:02.381
191,1641207543478110420,e01ae41737f8be66c22b015ce5387531,2022-01-03,10420,1641207543478,20220103,105903,1668774842938755,1,ca751e6ab38280edada823df9cb45a93,1042020220103105903,1641207543478,39543478,39561179,,,27.726726960043727,-82.38827302810171,27.933355259982037,-82.26791535052355,0.0,176,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 10:59:22.240,2022-11-18 12:34:02.938754883,2022-01-03 15:59:03.478,2022-01-03 15:59:21.179
192,1641207610168110038,f3fe33043be3eccf79b0f34aa695880f,2022-01-03,10038,1641207610168,20220103,110010,1668775174845275,1,0f6b1f657ac30ab76519ed4c677e9909,1003820220103110010,1641207610168,39610168,42440237,,,,,27.87743739624633,-82.52179475733843,,27285,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.2,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,25,0,0,0,0,0,2022-01-03 10:59:22.240,2022-11-18 12:39:34.845274902,2022-01-03 16:00:10.168,2022-01-03 16:47:20.237
193,1641208761159110424,e7bcdcae93c34cda14b0e2a7c1ca75ba,2022-01-03,10424,1641208761159,20220103,111921,1668775258713468,1,27059a11c58ade9b03bde05c2ca7c285,1042420220103111921,1641208761159,40761159,41715127,,,,,27.936589296041284,-82.2550219342788,,8988,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,0,0,0,0,0,0,2022-01-03 11:19:01.888,2022-11-18 12:40:58.713468018,2022-01-03 16:19:21.159,2022-01-03 16:35:15.127
194,1641209850143110059,2c2f6b238cfc653363a4800d679a257c,2022-01-03,10059,1641209850143,20220103,113730,1668774831685106,1,e7ba053d8ba932b77348b3987ea0e40b,1005920220103113730,1641209850143,41850143,42999135,,,,,27.940576337081065,-82.26409354772188,,9914,1,1,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-03 11:36:30.464,2022-11-18 12:33:51.685105957,2022-01-03 16:37:30.143,2022-01-03 16:56:39.135
195,1641211423822110059,05117a2efcccb8dd48ba98c151c459ab,2022-01-03,10059,1641211423822,20220103,120343,1668775233221540,1,e7ba053d8ba932b77348b3987ea0e40b,1005920220103120343,1641211423822,43423822,43653422,,,27.84056810855968,-82.20574187121608,27.940672108457854,-82.26410536474765,0.0,2203,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,0,0,0,0,0,0,2022-01-03 12:02:43.328,2022-11-18 12:40:33.221540039,2022-01-03 17:03:43.822,2022-01-03 17:07:33.422
196,1641211807299110424,0de635d866cdcb28fc671c62fdf5bf11,2022-01-03,10424,1641211807299,20220103,121007,1668775263727881,1,27059a11c58ade9b03bde05c2ca7c285,1042420220103121007,1641211807299,43807299,45336099,,,27.936589296041284,-82.2550219342788,27.950277120789284,-82.45103209087196,0.0,15139,0,0,TOYOTA-THEA-C-V1.5,00,TOYOTA-THEA-C-V1.5,0,00,12385,36,0,0.0,679,0,719,0,0,15,2022-01-03 12:09:16.544,2022-11-18 12:41:03.727881104,2022-01-03 17:10:07.299,2022-01-03 17:35:36.099
197,1641211862122110044,113e357c38ab158b7729482298d99572,2022-01-03,10044,1641211862122,20220103,121102,1668775117381892,1,9c16b0e83f09596202f402261f25c8a9,1004420220103121102,1641211862122,43862122,45522399,,,,,27.948039911468907,-82.45103074486433,,16242,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,0.0,627,0,1114,0,0,21,2022-01-03 12:11:27.616,2022-11-18 12:38:37.381892090,2022-01-03 17:11:02.122,2022-01-03 17:38:42.399
198,1641211898533100097,5197d7920c7acd4ae1f7f49342347f0c,2022-01-03,97,1641211898533,20220103,121138,1668774773354851,1,e2ef524fbf3d9fe611d5a8e90fefdc9c,9720220103121138,1641211898533,43898533,46727799,,,,,40.30347905127474,-83.52668788619852,,28079,0,5,HSC V3.11,00,HSC V3.11,0,00,5110,332,0,,289,885,127,0,0,1,2022-01-03 12:11:27.616,2022-11-18 12:32:53.354851074,2022-01-03 17:11:38.533,2022-01-03 17:58:47.799
199,1641212229118110059,06865424b7c7d00fc25e2c230d128590,2022-01-03,10059,1641212229118,20220103,121709,1668775237236129,1,e7ba053d8ba932b77348b3987ea0e40b,1005920220103121709,1641212229118,44229118,44236418,,,,,,,,0,0,0,HONDA-THEA-C-V1.5,HONDA-THEA-C-V1.5.1,HONDA-THEA-C-V1.5,0,00,12385,50,0,,0,0,0,0,0,255,2022-01-03 12:18:00.832,2022-11-18 12:40:37.236128906,2022-01-03 17:17:09.118,2022-01-03 17:17:16.418
